target,day,actual_event,negative_event,positive_event,predictions,source,threshold
close,244,1,0.598612,0.401388,0,low,0.99
close,245,1,0.655136,0.344864,0,low,0.99
close,246,0,0.668139,0.331861,0,low,0.99
close,247,0,0.663509,0.336491,0,low,0.99
close,248,1,0.630963,0.369037,0,low,0.99
close,249,1,0.652445,0.347555,0,low,0.99
close,250,0,0.641051,0.358949,0,low,0.99
close,251,0,0.693329,0.306671,0,low,0.99
close,252,0,0.640803,0.359197,0,low,0.99
close,253,1,0.663549,0.336451,0,low,0.99
close,254,0,0.685111,0.314889,0,low,0.99
close,255,1,0.672229,0.327771,0,low,0.99
close,256,0,0.646616,0.353384,0,low,0.99
close,257,0,0.684187,0.315813,0,low,0.99
close,258,0,0.605308,0.394692,0,low,0.99
close,259,0,0.66016,0.33984,0,low,0.99
close,260,1,0.662451,0.337549,0,low,0.99
close,261,1,0.68309,0.31691,0,low,0.99
close,262,0,0.6464,0.3536,0,low,0.99
close,263,1,0.539032,0.460968,0,low,0.99
close,264,1,0.564558,0.435442,0,low,0.99
close,265,1,0.620886,0.379114,0,low,0.99
close,266,0,0.66904,0.33096,0,low,0.99
close,267,0,0.626412,0.373588,0,low,0.99
close,268,1,0.632138,0.367862,0,low,0.99
close,269,0,0.663612,0.336388,0,low,0.99
close,270,1,0.652973,0.347027,0,low,0.99
close,271,1,0.626265,0.373735,0,low,0.99
close,272,0,0.684322,0.315678,0,low,0.99
close,273,0,0.668901,0.331099,0,low,0.99
close,274,1,0.619381,0.380619,0,low,0.99
close,275,1,0.616713,0.383287,0,low,0.99
close,276,0,0.620679,0.379321,0,low,0.99
close,277,0,0.689188,0.310812,0,low,0.99
close,278,0,0.625465,0.374535,0,low,0.99
close,279,1,0.64731,0.35269,0,low,0.99
close,280,1,0.636283,0.363717,0,low,0.99
close,281,0,0.703658,0.296342,0,low,0.99
close,282,1,0.595969,0.404031,0,low,0.99
close,283,1,0.674027,0.325973,0,low,0.99
close,284,1,0.662384,0.337616,0,low,0.99
close,285,0,0.670078,0.329922,0,low,0.99
close,286,0,0.692354,0.307646,0,low,0.99
close,287,0,0.623762,0.376238,0,low,0.99
close,288,1,0.640138,0.359862,0,low,0.99
close,289,0,0.673117,0.326883,0,low,0.99
close,290,0,0.667539,0.332461,0,low,0.99
close,291,1,0.65484,0.34516,0,low,0.99
close,292,0,0.633551,0.366449,0,low,0.99
close,293,1,0.610038,0.389962,0,low,0.99
close,294,1,0.564853,0.435147,0,low,0.99
close,295,0,0.673784,0.326216,0,low,0.99
close,296,0,0.634785,0.365215,0,low,0.99
close,297,0,0.669299,0.330701,0,low,0.99
close,298,1,0.614675,0.385325,0,low,0.99
close,299,0,0.67707,0.32293,0,low,0.99
close,300,0,0.681985,0.318015,0,low,0.99
close,301,0,0.660303,0.339697,0,low,0.99
close,302,0,0.622006,0.377994,0,low,0.99
close,303,0,0.656429,0.343571,0,low,0.99
close,304,0,0.648201,0.351799,0,low,0.99
close,305,0,0.649367,0.350633,0,low,0.99
close,306,0,0.647079,0.352921,0,low,0.99
close,307,1,0.644971,0.355029,0,low,0.99
close,308,0,0.71975,0.28025,0,low,0.99
close,309,1,0.626878,0.373122,0,low,0.99
close,310,0,0.626551,0.373449,0,low,0.99
close,311,0,0.680254,0.319746,0,low,0.99
close,312,0,0.673621,0.326379,0,low,0.99
close,313,1,0.627818,0.372182,0,low,0.99
close,314,0,0.695351,0.304649,0,low,0.99
close,315,0,0.679399,0.320601,0,low,0.99
close,316,0,0.629949,0.370051,0,low,0.99
close,317,0,0.656926,0.343074,0,low,0.99
close,318,0,0.635604,0.364396,0,low,0.99
close,319,0,0.687286,0.312714,0,low,0.99
close,320,0,0.649579,0.350421,0,low,0.99
close,321,1,0.638538,0.361462,0,low,0.99
close,322,1,0.637725,0.362275,0,low,0.99
close,323,0,0.631381,0.368619,0,low,0.99
close,324,0,0.704571,0.295429,0,low,0.99
close,325,0,0.704406,0.295594,0,low,0.99
close,326,1,0.581681,0.418319,0,low,0.99
close,327,1,0.647579,0.352421,0,low,0.99
close,328,0,0.673549,0.326451,0,low,0.99
close,329,0,0.68601,0.31399,0,low,0.99
close,330,0,0.702967,0.297033,0,low,0.99
close,331,0,0.67833,0.32167,0,low,0.99
close,332,0,0.622796,0.377204,0,low,0.99
close,333,1,0.58969,0.41031,0,low,0.99
close,334,1,0.616063,0.383937,0,low,0.99
close,335,0,0.682605,0.317395,0,low,0.99
close,336,1,0.643199,0.356801,0,low,0.99
close,337,1,0.682386,0.317614,0,low,0.99
close,338,1,0.61158,0.38842,0,low,0.99
close,339,0,0.647391,0.352609,0,low,0.99
close,340,0,0.655795,0.344205,0,low,0.99
close,341,1,0.629976,0.370024,0,low,0.99
close,342,1,0.647078,0.352922,0,low,0.99
close,343,0,0.708183,0.291817,0,low,0.99
close,344,0,0.660582,0.339418,0,low,0.99
close,345,0,0.70941,0.29059,0,low,0.99
close,346,0,0.693803,0.306197,0,low,0.99
close,347,1,0.621852,0.378148,0,low,0.99
close,348,0,0.658415,0.341585,0,low,0.99
close,349,0,0.676334,0.323666,0,low,0.99
close,350,1,0.604613,0.395387,0,low,0.99
close,351,0,0.662486,0.337514,0,low,0.99
close,352,0,0.690292,0.309708,0,low,0.99
close,353,0,0.711743,0.288257,0,low,0.99
close,354,0,0.694433,0.305567,0,low,0.99
close,355,0,0.69936,0.30064,0,low,0.99
close,356,0,0.666827,0.333173,0,low,0.99
close,357,1,0.656586,0.343414,0,low,0.99
close,358,0,0.726928,0.273072,0,low,0.99
close,359,0,0.664164,0.335836,0,low,0.99
close,360,0,0.681003,0.318997,0,low,0.99
close,361,0,0.639755,0.360245,0,low,0.99
close,362,1,0.665876,0.334124,0,low,0.99
close,363,0,0.645472,0.354528,0,low,0.99
close,364,0,0.675122,0.324878,0,low,0.99
close,365,0,0.658804,0.341196,0,low,0.99
close,366,1,0.665289,0.334711,0,low,0.99
close,367,0,0.695591,0.304409,0,low,0.99
close,368,0,0.687518,0.312482,0,low,0.99
close,369,0,0.696876,0.303124,0,low,0.99
close,370,1,0.627162,0.372838,0,low,0.99
close,371,0,0.659154,0.340846,0,low,0.99
close,372,0,0.709876,0.290124,0,low,0.99
close,373,0,0.652679,0.347321,0,low,0.99
close,374,0,0.706271,0.293729,0,low,0.99
close,375,1,0.649312,0.350688,0,low,0.99
close,376,0,0.647347,0.352653,0,low,0.99
close,377,0,0.666774,0.333226,0,low,0.99
close,378,1,0.664402,0.335598,0,low,0.99
close,379,0,0.670706,0.329294,0,low,0.99
close,380,0,0.659591,0.340409,0,low,0.99
close,381,0,0.677268,0.322732,0,low,0.99
close,382,0,0.674268,0.325732,0,low,0.99
close,383,0,0.639003,0.360997,0,low,0.99
close,384,0,0.602058,0.397942,0,low,0.99
close,385,1,0.668926,0.331074,0,low,0.99
close,386,0,0.69883,0.30117,0,low,0.99
close,387,1,0.646482,0.353518,0,low,0.99
close,388,1,0.646106,0.353894,0,low,0.99
close,389,0,0.653603,0.346397,0,low,0.99
close,390,0,0.727626,0.272374,0,low,0.99
close,391,0,0.668059,0.331941,0,low,0.99
close,392,1,0.624564,0.375436,0,low,0.99
close,393,1,0.639739,0.360261,0,low,0.99
close,394,0,0.708362,0.291638,0,low,0.99
close,395,0,0.69468,0.30532,0,low,0.99
close,396,0,0.712865,0.287135,0,low,0.99
close,397,0,0.659752,0.340248,0,low,0.99
close,398,1,0.629112,0.370888,0,low,0.99
close,399,1,0.555451,0.444549,0,low,0.99
close,400,1,0.606773,0.393227,0,low,0.99
close,401,0,0.682692,0.317308,0,low,0.99
close,402,0,0.683406,0.316594,0,low,0.99
close,403,0,0.720984,0.279016,0,low,0.99
close,404,0,0.740864,0.259136,0,low,0.99
close,405,0,0.695086,0.304914,0,low,0.99
close,406,1,0.655112,0.344888,0,low,0.99
close,407,1,0.610683,0.389317,0,low,0.99
close,408,0,0.710355,0.289645,0,low,0.99
close,409,1,0.60742,0.39258,0,low,0.99
close,410,0,0.697275,0.302725,0,low,0.99
close,411,0,0.631309,0.368691,0,low,0.99
close,412,0,0.692067,0.307933,0,low,0.99
close,413,1,0.624462,0.375538,0,low,0.99
close,414,0,0.714555,0.285445,0,low,0.99
close,415,1,0.621574,0.378426,0,low,0.99
close,416,0,0.668701,0.331299,0,low,0.99
close,417,0,0.679889,0.320111,0,low,0.99
close,418,1,0.617404,0.382596,0,low,0.99
close,419,0,0.631923,0.368077,0,low,0.99
close,420,0,0.599803,0.400197,0,low,0.99
close,421,0,0.648525,0.351475,0,low,0.99
close,422,0,0.705684,0.294316,0,low,0.99
close,423,0,0.653143,0.346857,0,low,0.99
close,424,0,0.656707,0.343293,0,low,0.99
close,425,0,0.701975,0.298025,0,low,0.99
close,426,1,0.646105,0.353895,0,low,0.99
close,427,0,0.690802,0.309198,0,low,0.99
close,428,0,0.632377,0.367623,0,low,0.99
close,429,0,0.696116,0.303884,0,low,0.99
close,430,0,0.682093,0.317907,0,low,0.99
close,431,0,0.667882,0.332118,0,low,0.99
close,432,0,0.636179,0.363821,0,low,0.99
close,433,0,0.627931,0.372069,0,low,0.99
close,434,0,0.680569,0.319431,0,low,0.99
close,435,1,0.656191,0.343809,0,low,0.99
close,436,0,0.657914,0.342086,0,low,0.99
close,437,0,0.666043,0.333957,0,low,0.99
close,438,0,0.648271,0.351729,0,low,0.99
close,439,0,0.680288,0.319712,0,low,0.99
close,440,0,0.67414,0.32586,0,low,0.99
close,441,0,0.715717,0.284283,0,low,0.99
close,442,0,0.710939,0.289061,0,low,0.99
close,443,0,0.666531,0.333469,0,low,0.99
close,444,0,0.655048,0.344952,0,low,0.99
close,445,1,0.64117,0.35883,0,low,0.99
close,446,0,0.68937,0.31063,0,low,0.99
close,447,0,0.712901,0.287099,0,low,0.99
close,448,0,0.672387,0.327613,0,low,0.99
